figure,panel,arm,seed,role,metric,value,source,selector,operation,channel
6,ettm2,LORA,mean,TEST,primary,0.16096535064222,ettm2/SCORES.csv,"{""arm"": ""LORA"", ""variant"": ""selected""}",mean,
6,jena,F0_SHORT,0,TEST,primary,0.18656810659004452,jena/SCORES.csv,"{""arm"": ""F0_SHORT"", ""seed"": 0, ""variant"": ""selected""}",identity,
6,jena,F0_LONG,0,TEST,primary,0.1797765782562175,jena/SCORES.csv,"{""arm"": ""F0_LONG"", ""seed"": 0, ""variant"": ""selected""}",identity,
6,jena,HEAD,92601,TEST,primary,0.17804301898795571,jena/SCORES.csv,"{""arm"": ""HEAD"", ""seed"": 92601, ""variant"": ""selected""}",identity,
6,jena,HEAD,92602,TEST,primary,0.1776969450536286,jena/SCORES.csv,"{""arm"": ""HEAD"", ""seed"": 92602, ""variant"": ""selected""}",identity,
6,jena,HEAD,mean,TEST,primary,0.17786998202079216,jena/SCORES.csv,"{""arm"": ""HEAD"", ""variant"": ""selected""}",mean,
6,jena,LORAPLUS,92601,TEST,primary,0.17524380748370064,jena/SCORES.csv,"{""arm"": ""LORAPLUS"", ""seed"": 92601, ""variant"": ""selected""}",identity,
6,jena,LORAPLUS,92602,TEST,primary,0.17446796189025435,jena/SCORES.csv,"{""arm"": ""LORAPLUS"", ""seed"": 92602, ""variant"": ""selected""}",identity,
6,jena,LORAPLUS,mean,TEST,primary,0.1748558846869775,jena/SCORES.csv,"{""arm"": ""LORAPLUS"", ""variant"": ""selected""}",mean,
captions,ettm2,LORA,mean,TEST,mean_gain_pct,2.171820759024397,ettm2/EFFECTS.csv,"{""baseline"": ""HEAD"", ""candidate"": ""LORA""}",identity,
captions,ettm2,LORA,mean,TEST,ci_low,1.2941248757896617,ettm2/EFFECTS.csv,"{""baseline"": ""HEAD"", ""candidate"": ""LORA""}",identity,
captions,ettm2,LORA,mean,TEST,ci_high,3.052821356274034,ettm2/EFFECTS.csv,"{""baseline"": ""HEAD"", ""candidate"": ""LORA""}",identity,
captions,jena,LORAPLUS,mean,TEST,mean_gain_pct,1.6945508733802706,jena/EFFECTS.csv,"{""baseline"": ""HEAD"", ""candidate"": ""LORAPLUS""}",identity,
captions,jena,LORAPLUS,mean,TEST,ci_low,0.6009227272663036,jena/EFFECTS.csv,"{""baseline"": ""HEAD"", ""candidate"": ""LORAPLUS""}",identity,
captions,jena,LORAPLUS,mean,TEST,ci_high,2.7950605221185127,jena/EFFECTS.csv,"{""baseline"": ""HEAD"", ""candidate"": ""LORAPLUS""}",identity,
